dataset,run_name,lambda_prune_ratio,lambda_div_ratio,mse_stage1_baseline,mse_final,trees_initial,trees_after_weight_prune,trees_final,prune_threshold,corr_threshold
bike,Run 3 (Prune Only),0.5000,0.0000,0.0326,0.1637,60,57,18,0.0010,0.9500
bike,Run 3 (Prune Only),0.5000,0.0000,0.0326,0.0538,60,57,34,0.0010,0.9700
bike,Run 3 (Prune Only),0.5000,0.0000,0.0326,0.6501,60,28,3,0.0100,0.9000
bike,Run 3 (Prune Only),0.5000,0.0000,0.0326,0.1678,60,28,11,0.0100,0.9500
bike,Run 3 (Prune Only),0.5000,0.0000,0.0326,0.0408,60,28,22,0.0100,0.9700
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,,60,41,0,0.0050,0.9000
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.1779,60,41,12,0.0050,0.9500
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.0452,60,41,27,0.0050,0.9700
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.8644,60,58,1,0.0010,0.9000
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.1637,60,58,18,0.0010,0.9500
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.0570,60,58,35,0.0010,0.9700
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.7978,60,29,1,0.0100,0.9000
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.1818,60,29,9,0.0100,0.9500
bike,Run 1 (Full Model),0.5000,0.5000,0.0326,0.0494,60,29,20,0.0100,0.9700
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,,60,40,0,0.0050,0.9000
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.1859,60,40,13,0.0050,0.9500
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.0572,60,40,25,0.0050,0.9700
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.8644,60,54,1,0.0010,0.9000
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.1651,60,54,17,0.0010,0.9500
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.0483,60,54,34,0.0010,0.9700
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.7978,60,28,1,0.0100,0.9000
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.2451,60,28,8,0.0100,0.9500
bike,Run 1 (Full Model),0.5000,1.0000,0.0326,0.0720,60,28,17,0.0100,0.9700
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.5811,60,37,2,0.0050,0.9000
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.1562,60,37,9,0.0050,0.9500
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.0436,60,37,21,0.0050,0.9700
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.8644,60,55,1,0.0010,0.9000
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.1716,60,55,16,0.0010,0.9500
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.0442,60,55,32,0.0010,0.9700
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.5985,60,26,1,0.0100,0.9000
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.1575,60,26,7,0.0100,0.9500
bike,Run 3 (Prune Only),1.0000,0.0000,0.0326,0.0546,60,26,15,0.0100,0.9700
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.7710,60,32,2,0.0050,0.9000
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.1421,60,32,9,0.0050,0.9500
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.0494,60,32,20,0.0050,0.9700
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.8644,60,56,1,0.0010,0.9000
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.1855,60,56,15,0.0010,0.9500
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.0472,60,56,33,0.0010,0.9700
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.7710,60,15,2,0.0100,0.9000
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.1791,60,15,5,0.0100,0.9500
bike,Run 1 (Full Model),1.0000,0.5000,0.0326,0.0532,60,15,10,0.0100,0.9700
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.7050,60,41,2,0.0050,0.9000
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.1427,60,41,15,0.0050,0.9500
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.0436,60,41,31,0.0050,0.9700
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.8644,60,58,1,0.0010,0.9000
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.1637,60,58,18,0.0010,0.9500
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.0525,60,58,35,0.0010,0.9700
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.6501,60,26,3,0.0100,0.9000
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.1526,60,26,10,0.0100,0.9500
bike,Run 1 (Full Model),1.0000,1.0000,0.0326,0.0550,60,26,18,0.0100,0.9700
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0050,0.9000
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0050,0.9500
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0050,0.9700
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0010,0.9000
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0010,0.9500
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0010,0.9700
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0100,0.9000
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0100,0.9500
kin40k,Run 2 (No Reg),0.0000,0.0000,0.7622,0.7401,60,60,58,0.0100,0.9700
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0050,0.9000
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0050,0.9500
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0050,0.9700
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0010,0.9000
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0010,0.9500
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0010,0.9700
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0100,0.9000
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0100,0.9500
kin40k,Run 4 (Div Only),0.0000,0.5000,0.7622,0.7401,60,60,58,0.0100,0.9700
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0050,0.9000
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0050,0.9500
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0050,0.9700
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0010,0.9000
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0010,0.9500
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0010,0.9700
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0100,0.9000
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0100,0.9500
kin40k,Run 4 (Div Only),0.0000,1.0000,0.7622,0.7401,60,60,58,0.0100,0.9700
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.7277,60,38,38,0.0050,0.9000
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.7277,60,38,38,0.0050,0.9500
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.7277,60,38,38,0.0050,0.9700
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.7244,60,52,50,0.0010,0.9000
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.7244,60,52,50,0.0010,0.9500
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.7244,60,52,50,0.0010,0.9700
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.6213,60,25,25,0.0100,0.9000
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.6213,60,25,25,0.0100,0.9500
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.7622,0.6213,60,25,25,0.0100,0.9700
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.6693,60,42,42,0.0050,0.9000
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.6693,60,42,42,0.0050,0.9500
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.6693,60,42,42,0.0050,0.9700
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.7255,60,53,53,0.0010,0.9000
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.7255,60,53,53,0.0010,0.9500
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.7255,60,53,53,0.0010,0.9700
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.6434,60,30,30,0.0100,0.9000
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.6434,60,30,30,0.0100,0.9500
kin40k,Run 1 (Full Model),0.5000,0.5000,0.7622,0.6434,60,30,30,0.0100,0.9700
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7139,60,50,48,0.0050,0.9000
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7139,60,50,48,0.0050,0.9500
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7139,60,50,48,0.0050,0.9700
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7267,60,59,57,0.0010,0.9000
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7267,60,59,57,0.0010,0.9500
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7267,60,59,57,0.0010,0.9700
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7143,60,42,42,0.0100,0.9000
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7143,60,42,42,0.0100,0.9500
kin40k,Run 1 (Full Model),0.5000,1.0000,0.7622,0.7143,60,42,42,0.0100,0.9700
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.6598,60,39,39,0.0050,0.9000
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.6598,60,39,39,0.0050,0.9500
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.6598,60,39,39,0.0050,0.9700
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.7258,60,55,53,0.0010,0.9000
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.7258,60,55,53,0.0010,0.9500
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.7258,60,55,53,0.0010,0.9700
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.6402,60,24,24,0.0100,0.9000
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.6402,60,24,24,0.0100,0.9500
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.7622,0.6402,60,24,24,0.0100,0.9700
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.6825,60,37,37,0.0050,0.9000
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.6825,60,37,37,0.0050,0.9500
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.6825,60,37,37,0.0050,0.9700
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.7236,60,49,49,0.0010,0.9000
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.7236,60,49,49,0.0010,0.9500
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.7236,60,49,49,0.0010,0.9700
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.6070,60,21,21,0.0100,0.9000
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.6070,60,21,21,0.0100,0.9500
kin40k,Run 1 (Full Model),1.0000,0.5000,0.7622,0.6070,60,21,21,0.0100,0.9700
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.6956,60,35,35,0.0050,0.9000
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.6956,60,35,35,0.0050,0.9500
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.6956,60,35,35,0.0050,0.9700
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.7422,60,58,58,0.0010,0.9000
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.7422,60,58,58,0.0010,0.9500
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.7422,60,58,58,0.0010,0.9700
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.6417,60,23,23,0.0100,0.9000
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.6417,60,23,23,0.0100,0.9500
kin40k,Run 1 (Full Model),1.0000,1.0000,0.7622,0.6417,60,23,23,0.0100,0.9700
3droad,Run 2 (No Reg),0.0000,0.0000,152.2367,144.7369,60,60,53,0.0050,0.9000
3droad,Run 2 (No Reg),0.0000,0.0000,152.2367,144.7369,60,60,53,0.0050,0.9500
3droad,Run 2 (No Reg),0.0000,0.0000,152.2367,144.7369,60,59,53,0.0100,0.9000
3droad,Run 2 (No Reg),0.0000,0.0000,152.2367,144.7369,60,59,53,0.0100,0.9500
3droad,Run 4 (Div Only),0.0000,0.5000,152.2367,144.7369,60,60,53,0.0050,0.9000
3droad,Run 4 (Div Only),0.0000,0.5000,152.2367,144.7369,60,60,53,0.0050,0.9500
3droad,Run 4 (Div Only),0.0000,0.5000,152.2367,147.3076,60,59,54,0.0100,0.9000
3droad,Run 4 (Div Only),0.0000,0.5000,152.2367,147.3076,60,59,54,0.0100,0.9500
3droad,Run 4 (Div Only),0.0000,1.0000,152.2367,144.7369,60,60,53,0.0050,0.9000
3droad,Run 4 (Div Only),0.0000,1.0000,152.2367,144.7369,60,60,53,0.0050,0.9500
3droad,Run 4 (Div Only),0.0000,1.0000,152.2367,144.7369,60,60,53,0.0100,0.9000
3droad,Run 4 (Div Only),0.0000,1.0000,152.2367,144.7369,60,60,53,0.0100,0.9500
3droad,Run 3 (Prune Only),0.5000,0.0000,152.2367,124.3237,60,30,27,0.0050,0.9000
3droad,Run 3 (Prune Only),0.5000,0.0000,152.2367,124.3237,60,30,27,0.0050,0.9500
3droad,Run 3 (Prune Only),0.5000,0.0000,152.2367,117.7837,60,16,16,0.0100,0.9000
3droad,Run 3 (Prune Only),0.5000,0.0000,152.2367,117.7837,60,16,16,0.0100,0.9500
3droad,Run 1 (Full Model),0.5000,0.5000,152.2367,123.6023,60,36,34,0.0050,0.9000
3droad,Run 1 (Full Model),0.5000,0.5000,152.2367,123.6023,60,36,34,0.0050,0.9500
3droad,Run 1 (Full Model),0.5000,0.5000,152.2367,119.1532,60,23,21,0.0100,0.9000
3droad,Run 1 (Full Model),0.5000,0.5000,152.2367,119.1532,60,23,21,0.0100,0.9500
3droad,Run 1 (Full Model),0.5000,1.0000,152.2367,130.3207,60,46,42,0.0050,0.9000
3droad,Run 1 (Full Model),0.5000,1.0000,152.2367,130.3207,60,46,42,0.0050,0.9500
3droad,Run 1 (Full Model),0.5000,1.0000,152.2367,119.5758,60,29,29,0.0100,0.9000
3droad,Run 1 (Full Model),0.5000,1.0000,152.2367,119.5758,60,29,29,0.0100,0.9500
3droad,Run 3 (Prune Only),1.0000,0.0000,152.2367,124.9262,60,31,31,0.0050,0.9000
3droad,Run 3 (Prune Only),1.0000,0.0000,152.2367,124.9262,60,31,31,0.0050,0.9500
3droad,Run 3 (Prune Only),1.0000,0.0000,152.2367,111.4303,60,13,13,0.0100,0.9000
3droad,Run 3 (Prune Only),1.0000,0.0000,152.2367,111.4303,60,13,13,0.0100,0.9500
3droad,Run 1 (Full Model),1.0000,0.5000,152.2367,120.3270,60,30,26,0.0050,0.9000
3droad,Run 1 (Full Model),1.0000,0.5000,152.2367,124.6666,60,30,28,0.0050,0.9500
3droad,Run 1 (Full Model),1.0000,0.5000,152.2367,119.6272,60,14,14,0.0100,0.9000
3droad,Run 1 (Full Model),1.0000,0.5000,152.2367,119.6272,60,14,14,0.0100,0.9500
3droad,Run 1 (Full Model),1.0000,1.0000,152.2367,124.9531,60,28,26,0.0050,0.9000
3droad,Run 1 (Full Model),1.0000,1.0000,152.2367,124.9531,60,28,26,0.0050,0.9500
3droad,Run 1 (Full Model),1.0000,1.0000,152.2367,113.8738,60,14,14,0.0100,0.9000
3droad,Run 1 (Full Model),1.0000,1.0000,152.2367,113.8738,60,14,14,0.0100,0.9500
slice,Run 2 (No Reg),0.0000,0.0000,45.6105,79.8211,60,59,21,0.0050,0.9000
slice,Run 2 (No Reg),0.0000,0.0000,45.6105,39.3792,60,59,57,0.0050,0.9500
slice,Run 2 (No Reg),0.0000,0.0000,45.6105,79.8211,60,59,21,0.0100,0.9000
slice,Run 2 (No Reg),0.0000,0.0000,45.6105,39.3792,60,59,57,0.0100,0.9500
slice,Run 4 (Div Only),0.0000,0.5000,45.6105,78.8859,60,58,20,0.0050,0.9000
slice,Run 4 (Div Only),0.0000,0.5000,45.6105,40.1557,60,58,56,0.0050,0.9500
slice,Run 4 (Div Only),0.0000,0.5000,45.6105,78.4594,60,56,18,0.0100,0.9000
slice,Run 4 (Div Only),0.0000,0.5000,45.6105,39.4076,60,56,54,0.0100,0.9500
slice,Run 4 (Div Only),0.0000,1.0000,45.6105,79.8211,60,60,21,0.0050,0.9000
slice,Run 4 (Div Only),0.0000,1.0000,45.6105,39.4367,60,60,58,0.0050,0.9500
slice,Run 4 (Div Only),0.0000,1.0000,45.6105,79.8211,60,60,21,0.0100,0.9000
slice,Run 4 (Div Only),0.0000,1.0000,45.6105,39.4367,60,60,58,0.0100,0.9500
slice,Run 3 (Prune Only),0.5000,0.0000,45.6105,70.8053,60,40,11,0.0050,0.9000
slice,Run 3 (Prune Only),0.5000,0.0000,45.6105,37.1423,60,40,38,0.0050,0.9500
slice,Run 3 (Prune Only),0.5000,0.0000,45.6105,97.7167,60,26,7,0.0100,0.9000
slice,Run 3 (Prune Only),0.5000,0.0000,45.6105,32.3049,60,26,26,0.0100,0.9500
slice,Run 1 (Full Model),0.5000,0.5000,45.6105,97.4275,60,38,11,0.0050,0.9000
slice,Run 1 (Full Model),0.5000,0.5000,45.6105,35.9203,60,38,36,0.0050,0.9500
slice,Run 1 (Full Model),0.5000,0.5000,45.6105,107.5615,60,26,11,0.0100,0.9000
slice,Run 1 (Full Model),0.5000,0.5000,45.6105,34.8618,60,26,26,0.0100,0.9500
slice,Run 1 (Full Model),0.5000,1.0000,45.6105,98.1123,60,30,10,0.0050,0.9000
slice,Run 1 (Full Model),0.5000,1.0000,45.6105,32.2704,60,30,30,0.0050,0.9500
slice,Run 1 (Full Model),0.5000,1.0000,45.6105,111.6999,60,14,3,0.0100,0.9000
slice,Run 1 (Full Model),0.5000,1.0000,45.6105,31.0145,60,14,14,0.0100,0.9500
slice,Run 3 (Prune Only),1.0000,0.0000,45.6105,79.9083,60,33,14,0.0050,0.9000
slice,Run 3 (Prune Only),1.0000,0.0000,45.6105,34.4569,60,33,33,0.0050,0.9500
slice,Run 3 (Prune Only),1.0000,0.0000,45.6105,100.1310,60,13,5,0.0100,0.9000
slice,Run 3 (Prune Only),1.0000,0.0000,45.6105,36.4177,60,13,13,0.0100,0.9500
slice,Run 1 (Full Model),1.0000,0.5000,45.6105,89.5877,60,44,16,0.0050,0.9000
slice,Run 1 (Full Model),1.0000,0.5000,45.6105,35.4462,60,44,44,0.0050,0.9500
slice,Run 1 (Full Model),1.0000,0.5000,45.6105,104.6585,60,30,9,0.0100,0.9000
slice,Run 1 (Full Model),1.0000,0.5000,45.6105,31.2025,60,30,30,0.0100,0.9500
slice,Run 1 (Full Model),1.0000,1.0000,45.6105,77.5084,60,41,14,0.0050,0.9000
slice,Run 1 (Full Model),1.0000,1.0000,45.6105,34.0598,60,41,41,0.0050,0.9500
slice,Run 1 (Full Model),1.0000,1.0000,45.6105,75.9260,60,28,8,0.0100,0.9000
slice,Run 1 (Full Model),1.0000,1.0000,45.6105,31.6857,60,28,28,0.0100,0.9500
kin40k,Run 2 (No Reg),0.0000,0.0000,0.8006,0.8006,60,60,60,0.0050,0.9000
kin40k,Run 2 (No Reg),0.0000,0.0000,0.8006,0.8006,60,60,60,0.0050,0.9500
kin40k,Run 2 (No Reg),0.0000,0.0000,0.8006,0.8006,60,60,60,0.0100,0.9000
kin40k,Run 2 (No Reg),0.0000,0.0000,0.8006,0.8006,60,60,60,0.0100,0.9500
kin40k,Run 4 (Div Only),0.0000,0.5000,0.8006,0.8006,60,60,60,0.0050,0.9000
kin40k,Run 4 (Div Only),0.0000,0.5000,0.8006,0.8006,60,60,60,0.0050,0.9500
kin40k,Run 4 (Div Only),0.0000,0.5000,0.8006,0.8006,60,60,60,0.0100,0.9000
kin40k,Run 4 (Div Only),0.0000,0.5000,0.8006,0.8006,60,60,60,0.0100,0.9500
kin40k,Run 4 (Div Only),0.0000,1.0000,0.8006,0.8006,60,60,60,0.0050,0.9000
kin40k,Run 4 (Div Only),0.0000,1.0000,0.8006,0.8006,60,60,60,0.0050,0.9500
kin40k,Run 4 (Div Only),0.0000,1.0000,0.8006,0.8006,60,60,60,0.0100,0.9000
kin40k,Run 4 (Div Only),0.0000,1.0000,0.8006,0.8006,60,60,60,0.0100,0.9500
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.8006,0.7400,60,41,41,0.0050,0.9000
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.8006,0.7400,60,41,41,0.0050,0.9500
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.8006,0.7030,60,20,20,0.0100,0.9000
kin40k,Run 3 (Prune Only),0.5000,0.0000,0.8006,0.7030,60,20,20,0.0100,0.9500
kin40k,Run 1 (Full Model),0.5000,0.5000,0.8006,0.7859,60,54,54,0.0050,0.9000
kin40k,Run 1 (Full Model),0.5000,0.5000,0.8006,0.7859,60,54,54,0.0050,0.9500
kin40k,Run 1 (Full Model),0.5000,0.5000,0.8006,0.7554,60,42,42,0.0100,0.9000
kin40k,Run 1 (Full Model),0.5000,0.5000,0.8006,0.7554,60,42,42,0.0100,0.9500
kin40k,Run 1 (Full Model),0.5000,1.0000,0.8006,0.7310,60,42,42,0.0050,0.9000
kin40k,Run 1 (Full Model),0.5000,1.0000,0.8006,0.7310,60,42,42,0.0050,0.9500
kin40k,Run 1 (Full Model),0.5000,1.0000,0.8006,0.7154,60,36,36,0.0100,0.9000
kin40k,Run 1 (Full Model),0.5000,1.0000,0.8006,0.7154,60,36,36,0.0100,0.9500
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.8006,0.7820,60,30,30,0.0050,0.9000
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.8006,0.7820,60,30,30,0.0050,0.9500
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.8006,0.6485,60,14,14,0.0100,0.9000
kin40k,Run 3 (Prune Only),1.0000,0.0000,0.8006,0.6485,60,14,14,0.0100,0.9500
kin40k,Run 1 (Full Model),1.0000,0.5000,0.8006,0.7298,60,29,29,0.0050,0.9000
kin40k,Run 1 (Full Model),1.0000,0.5000,0.8006,0.7298,60,29,29,0.0050,0.9500
kin40k,Run 1 (Full Model),1.0000,0.5000,0.8006,0.5944,60,13,13,0.0100,0.9000
kin40k,Run 1 (Full Model),1.0000,0.5000,0.8006,0.5944,60,13,13,0.0100,0.9500
kin40k,Run 1 (Full Model),1.0000,1.0000,0.8006,0.7397,60,36,36,0.0050,0.9000
kin40k,Run 1 (Full Model),1.0000,1.0000,0.8006,0.7397,60,36,36,0.0050,0.9500
kin40k,Run 1 (Full Model),1.0000,1.0000,0.8006,0.6548,60,26,26,0.0100,0.9000
kin40k,Run 1 (Full Model),1.0000,1.0000,0.8006,0.6548,60,26,26,0.0100,0.9500
